,subject,epochtype,prev_keystrokes,amp
0,19,first,10.0,-7.352534945918403e-06
0,19,first,4.0,-1.2520151156220689e-05
0,19,first,4.0,-8.056964159348152e-06
0,19,first,20.0,-4.7953988592376445e-06
0,19,first,20.0,-1.1557351942630905e-05
0,19,first,5.0,-2.6501001760455742e-06
0,19,first,3.0,8.600333482415104e-06
0,19,first,6.0,2.479077693351428e-06
0,19,first,19.0,-8.718779503801165e-06
0,19,first,19.0,8.81959456617349e-06
0,19,first,11.0,2.1157929342368534e-06
0,19,first,4.0,-1.3198946463590903e-05
0,19,first,12.0,-2.2040031480072583e-05
0,19,first,8.0,-5.285320619681974e-07
0,19,first,8.0,6.623226972300877e-07
0,19,first,0.0,-4.129027224229907e-06
0,19,first,0.0,-4.42380670367331e-06
0,19,first,0.0,7.735227427474456e-06
0,19,first,0.0,-7.360532587578443e-06
0,19,first,0.0,3.882452094532911e-06
0,20,first,0.0,-6.742189877210573e-06
0,20,first,9.0,-8.290352613787238e-07
0,20,first,3.0,-6.183024248053294e-06
0,20,first,3.0,4.658476276138875e-06
0,20,first,5.0,3.483257063723815e-06
0,20,first,8.0,8.894987887389208e-06
0,20,first,1.0,-1.2435369677000886e-05
0,20,first,9.0,-1.2263326829674446e-05
0,20,first,5.0,-1.5926441013410415e-06
0,20,first,2.0,-1.6120775335871763e-06
0,20,first,6.0,-2.939376391274272e-06
0,20,first,15.0,7.591555938941181e-06
0,20,first,10.0,-2.7229335846830813e-06
0,20,first,2.0,-2.1582686460735404e-06
0,20,first,6.0,-1.221283775739342e-06
0,20,first,14.0,-2.26121010705861e-07
0,20,first,16.0,-7.864493252580158e-06
0,20,first,16.0,3.5713685898978533e-06
0,20,first,3.0,-2.057726501587038e-06
0,20,first,11.0,7.0652415363130986e-06
0,20,first,20.0,3.706892057506492e-07
0,20,first,9.0,4.794467896671348e-06
0,20,first,4.0,-7.065219001055488e-06
0,20,first,3.0,-5.7525468643386075e-06
0,20,first,19.0,-5.458060513774399e-06
0,20,first,19.0,-6.8817966570754325e-06
0,20,first,5.0,-5.0514748232267775e-06
0,20,first,2.0,-7.718719088087608e-06
0,20,first,6.0,-9.465906506041696e-07
0,20,first,18.0,-1.0414065907898223e-06
0,20,first,15.0,-6.913352081028279e-06
0,20,first,11.0,2.124882813505893e-06
0,20,first,3.0,5.029354118353997e-06
0,20,first,11.0,-1.7186609113650775e-06
0,20,first,10.0,-1.3127937765804947e-05
0,20,first,6.0,-7.732752686074996e-07
0,20,first,0.0,-1.5418345829705988e-06
0,20,first,0.0,-1.1279452741695826e-05
0,20,first,0.0,-2.5058861597118366e-06
0,20,first,0.0,-2.0108145813127167e-06
0,20,first,0.0,-1.9676864818999698e-07
